,logFC,logCPM,F,PValue,FDR
WBGene00007490,0.236354816,3.172096376,3.611828174,0.064361336,0.091664942
WBGene00012780,-0.511611586,0.590698842,3.611448459,0.064389495,0.091695618
WBGene00006774,0.201598088,3.396846194,3.608704938,0.064471981,0.091803647
WBGene00017129,-0.349419374,1.902484659,3.607152268,0.064528976,0.09187536
WBGene00000149,0.11952554,9.353251457,3.606090914,0.064564435,0.091916398
WBGene00020540,0.217642252,3.253724979,3.60584947,0.064573487,0.091919837
WBGene00007030,0.111176366,8.006310744,3.600172016,0.064775234,0.092197548
WBGene00016261,-0.149303808,4.638847931,3.598551421,0.064833167,0.092270526
WBGene00016522,0.390925962,2.855777433,3.595984018,0.064925579,0.092392553
WBGene00195086,0.302731927,1.28802495,3.594672154,0.064977033,0.092456277
WBGene00003936,-0.138448995,8.364401602,3.592872498,0.065036253,0.092531037
WBGene00195081,0.568563087,0.193378267,3.591542037,0.065126867,0.092650443
WBGene00017745,-0.163947911,5.351411483,3.589776015,0.065147343,0.092670056
WBGene00044743,0.188787656,4.26460425,3.586038342,0.065281893,0.092851914
WBGene00018258,0.180528253,4.19033588,3.585204675,0.065311928,0.092885095
WBGene00013145,-0.785266558,0.971623297,3.583987372,0.065364426,0.092950214
WBGene00000733,-0.615570448,5.761076037,3.583114013,0.065387032,0.092972815
WBGene00021334,0.084214208,6.407505591,3.577194547,0.065600822,0.093267227
WBGene00015007,0.098164123,8.04223981,3.576655746,0.065620318,0.09328537
WBGene00018603,-0.515169845,0.932411128,3.572954905,0.065764401,0.093480603
WBGene00003175,-0.158968146,6.550132479,3.564876283,0.066048215,0.093874397
WBGene00015334,0.272888739,2.838418761,3.563793074,0.066088427,0.093921913
WBGene00021059,0.223902105,3.249962924,3.563497066,0.066098981,0.093927276
WBGene00012840,-0.562973899,3.840630355,3.562102948,0.066149694,0.093989697
WBGene00008363,-0.185238815,3.823912136,3.558814206,0.066269902,0.094150839
WBGene00001862,-0.443588589,1.399099865,3.558451294,0.066287324,0.094165932
WBGene00020035,0.299833074,1.890166858,3.555413523,0.066396591,0.094311483
WBGene00012210,0.481456835,0.237276774,3.553229703,0.066508649,0.094460966
WBGene00077684,1.188066855,-0.739154367,3.543424783,0.066535872,0.094489943
WBGene00016855,-0.591003471,0.97182361,3.547261084,0.066702557,0.094716947
WBGene00016679,0.555978122,-0.104430921,3.547068765,0.066767751,0.094799804
WBGene00005081,0.544753584,0.337577662,3.542741618,0.066887245,0.094959733
WBGene00016987,-0.23167999,5.868266281,3.540242291,0.066953091,0.095043474
WBGene00044482,0.409444046,1.251834822,3.539875118,0.066972164,0.095060807
WBGene00021179,1.313550068,-0.450919824,3.530651547,0.067095194,0.09522568
WBGene00017717,0.245374729,2.647892284,3.536239349,0.067102314,0.095226027
WBGene00009170,-0.990324773,0.102479924,3.5371439,0.06713793,0.095265842
WBGene00018338,0.353743379,1.002889245,3.535318424,0.067144125,0.095265842
WBGene00001952,0.326927076,1.482158006,3.533074242,0.06722289,0.095367828
WBGene00017795,-0.127003627,4.398327274,3.530765654,0.067305025,0.095474573
WBGene00004265,0.16022056,5.253311732,3.529821657,0.067340008,0.095514416
WBGene00008712,0.760732452,1.122538548,3.528819582,0.067397674,0.095586422
WBGene00007785,-0.199452954,3.570703936,3.527190534,0.06743842,0.095634417
WBGene00008709,-0.297992606,2.297318435,3.523520693,0.067576587,0.095820544
WBGene00045400,0.776604221,-0.673009365,3.527741741,0.067592643,0.0958335
WBGene00044027,0.583887672,-0.140597504,3.524849556,0.067602339,0.095837438
WBGene00015272,-0.45741243,1.087452648,3.521370342,0.067663087,0.095913741
WBGene00001901,0.378094862,0.996608161,3.519823317,0.067722074,0.095987534
WBGene00018598,-0.246165279,2.113418771,3.518758203,0.067755195,0.096024654
WBGene00012373,0.72658333,-0.359139675,3.521392348,0.067769782,0.096035501
WBGene00009155,-0.733405549,-0.119989762,3.515739549,0.067945158,0.096273408
WBGene00008669,-0.189209072,6.703673941,3.513484778,0.067951567,0.096273408
WBGene00009510,-0.800737405,0.110290858,3.512539033,0.068036939,0.096384505
WBGene00023460,-0.881655622,-0.369503696,3.513556382,0.068065845,0.096415594
WBGene00010125,0.738986199,-0.524426151,3.511867847,0.068134482,0.096502949
WBGene00016781,-0.187070807,8.213458986,3.505481845,0.068253403,0.0966615
WBGene00019485,0.297782139,1.43179644,3.501154532,0.068421514,0.096889676
WBGene00003380,0.536756163,-0.017486352,3.498001996,0.06859635,0.097127326
WBGene00010143,0.387679489,1.70607549,3.495765997,0.068624932,0.097157866
WBGene00013196,-0.17853296,4.045292547,3.493934729,0.068691785,0.097242576
WBGene00011872,0.217743871,2.183317171,3.493228944,0.068720018,0.097272603
WBGene00012822,0.768457658,1.133167146,3.493180601,0.068759731,0.097318871
WBGene00007550,0.414909851,1.667230608,3.491217075,0.068798357,0.097363592
WBGene00015566,-0.318499786,2.154503102,3.490600722,0.068820269,0.097384653
WBGene00019287,0.306670983,1.748933129,3.490205413,0.068836492,0.09739766
WBGene00015000,0.41317557,0.947382994,3.487807395,0.06893403,0.097525705
WBGene00017536,0.361478239,5.600470975,3.485311861,0.069020762,0.097638439
WBGene00010242,0.219983828,3.199364224,3.482106614,0.069144065,0.097802878
WBGene00019641,0.495167321,0.625919967,3.481993287,0.069163777,0.097820771
WBGene00016657,0.36778979,4.093954011,3.478206984,0.069293575,0.097994344
WBGene00018976,0.184258295,3.896818873,3.47738169,0.069325338,0.098029255
WBGene00022036,0.507343212,0.360563134,3.462427726,0.06992944,0.098873391
WBGene00004275,-0.449044329,0.802514765,3.461051132,0.069967441,0.098912198
WBGene00000837,-0.078686848,6.977144535,3.460672343,0.069971168,0.098912198
WBGene00007956,0.111879501,4.96924318,3.46018962,0.069989958,0.098928663
WBGene00002054,-0.20491295,8.990011531,3.456984761,0.070114654,0.099094805
WBGene00017881,-0.600995763,7.777136268,3.456313218,0.07014082,0.099116636
WBGene00003371,-0.125507103,10.10560216,3.456221045,0.070144411,0.099116636
WBGene00021778,-0.382739249,1.609897493,3.444882471,0.070591386,0.099738054
WBGene00013212,-0.202254587,2.98405499,3.444555227,0.070601326,0.099741924
WBGene00077763,0.464397903,1.227437003,3.442518391,0.07068797,0.099854147
WBGene00001076,1.046120783,3.401010498,3.441962234,0.070703077,0.099865302
WBGene00017191,0.440549126,0.01570233,3.442140715,0.070751557,0.09992359
WBGene00008454,0.171052353,4.792523323,3.438351337,0.070844778,0.100045047
WBGene00013634,0.761029298,-0.00845138,3.439790398,0.070910022,0.100126975
WBGene00007965,-0.132368563,4.396030043,3.434201587,0.071008644,0.100256013
WBGene00008516,0.480047451,1.111456168,3.433926872,0.071026462,0.100270949
WBGene00023172,-0.57870422,-0.08294131,3.432406241,0.071146492,0.100430164
WBGene00005132,0.632448243,-0.154337257,3.429111589,0.071299736,0.100636228
WBGene00009628,-0.54059651,7.633665833,3.424406057,0.071396618,0.100762705
WBGene00012594,0.833238655,0.102621999,3.418040005,0.07147979,0.10086981
WBGene00044607,0.304532655,2.353098997,3.418950448,0.071615159,0.101050544
WBGene00009433,0.227963463,4.14618008,3.417709321,0.071663576,0.101104783
WBGene00015059,0.281188772,2.844877773,3.417590714,0.071668801,0.101104783
WBGene00017288,-0.174631904,4.016984641,3.417411315,0.071675496,0.101104783
WBGene00019938,-0.150304326,4.43576823,3.41710271,0.071687734,0.101111749
WBGene00021942,0.303503667,2.008007615,3.410963143,0.071935191,0.101450444
WBGene00006563,0.184578141,4.062017132,3.409825415,0.071979032,0.10150194
WBGene00007809,0.439898989,1.234613945,3.407579288,0.072074867,0.101626737
WBGene00003376,0.478430869,0.489082785,3.405667384,0.07216518,0.101738538
WBGene00003670,0.137476282,4.664309148,3.405095482,0.072168848,0.101738538
WBGene00008228,0.322822003,3.127489209,3.402108932,0.072289557,0.101898335
WBGene00022782,0.319721438,4.287523514,3.398965539,0.072416041,0.102066239
WBGene00044020,0.709660556,-0.179179402,3.400087056,0.072457268,0.102113956
WBGene00012295,0.344437537,1.453628229,3.391429628,0.072725548,0.102481616
WBGene00009976,0.115689777,5.690045037,3.382796631,0.073071999,0.102959346
WBGene00004896,-0.128464347,5.430199071,3.38195441,0.073106363,0.102995537
WBGene00003497,0.51822184,7.888714694,3.381802368,0.073112556,0.102995537
WBGene00012431,-0.485975535,0.502509007,3.381558744,0.073140735,0.103024757
WBGene00003236,0.173564206,3.438748328,3.378812683,0.073235079,0.10314716
WBGene00022817,0.143939263,6.420592538,3.37739785,0.073292559,0.103214566
WBGene00003150,-0.0993369,7.55874673,3.377268743,0.07329784,0.103214566
WBGene00020898,0.531185465,0.190062903,3.374493377,0.073458179,0.103429833
WBGene00015112,0.90078136,0.649097624,3.37272249,0.073500989,0.103479591
WBGene00008208,-0.371150891,1.623270117,3.371895052,0.073521717,0.103498254
WBGene00009865,-0.205176025,5.398527977,3.3702154,0.073587155,0.103579847
WBGene00016928,0.597126561,0.010653603,3.370689467,0.073624449,0.103621811
WBGene00011101,0.306781019,1.762074091,3.367666843,0.073694783,0.103710264
WBGene00019214,-1.129099872,-0.651658974,3.364246056,0.073704669,0.103713641
WBGene00020994,-0.149939364,5.507392208,3.36240643,0.073908933,0.103990506
WBGene00011434,-0.21562511,4.118660133,3.359082527,0.074046606,0.104173633
WBGene00044504,0.342401388,1.409436541,3.358855727,0.074060541,0.104182657
WBGene00001551,0.364965995,1.270253929,3.356653329,0.074152459,0.104301368
WBGene00004944,0.171433435,4.124615251,3.356002494,0.074174217,0.104321378
WBGene00000084,-0.249797189,3.660287892,3.355314575,0.074202835,0.104351033
WBGene00185078,-0.21906812,3.478884952,3.35502466,0.074214923,0.104357437
WBGene00007327,-0.2892066,2.575669993,3.354597365,0.07423326,0.104372626
WBGene00013602,0.388317489,2.047426827,3.352760717,0.074310687,0.104470885
WBGene00021518,-0.258484153,5.141994074,3.350981866,0.074382569,0.10456133
WBGene00022730,-0.271586831,2.824128821,3.347357603,0.074534197,0.104763845
WBGene00006596,0.167179989,3.720077537,3.345797639,0.07459884,0.104844068
WBGene00011489,0.2690702,2.773940613,3.345326019,0.074619033,0.104861808
WBGene00003909,-0.218424562,2.468638029,3.341662836,0.07477244,0.105066732
WBGene00004728,0.109288601,6.856456852,3.34069897,0.074811671,0.105111195
WBGene00021772,-0.541261385,2.028012635,3.338253458,0.074916261,0.105240395
WBGene00013273,-0.169195015,4.829794237,3.338142666,0.074918823,0.105240395
WBGene00004278,0.16301902,4.999653079,3.337821864,0.074932261,0.105248598
WBGene00007210,0.440384849,1.846695037,3.336910604,0.074973081,0.105295257
WBGene00022646,0.112924893,5.415497573,3.336411543,0.074991432,0.105310352
WBGene00008686,-0.14487891,5.012000008,3.335141351,0.075044786,0.105374594
WBGene00001032,0.110574608,5.959562128,3.334711994,0.075062811,0.105381458
WBGene00019130,-0.189621671,3.340116384,3.334672888,0.075064889,0.105381458
WBGene00044034,0.48595248,0.654019434,3.334289522,0.07510309,0.105424403
WBGene00005718,0.514690198,0.663993565,3.333913674,0.075110932,0.105424727
WBGene00012607,0.470256812,1.024048366,3.3330855,0.075139514,0.105454158
WBGene00022286,-0.098383012,6.218399592,3.330047007,0.075259144,0.105611352
WBGene00017827,0.165170211,3.816492538,3.326796248,0.075396578,0.105793496
WBGene00000053,0.557925814,0.083762772,3.327650901,0.075411671,0.105803956
WBGene00018702,-0.183929977,3.494328987,3.325060508,0.075470018,0.105875096
WBGene00017443,0.244030176,3.897525547,3.323042719,0.07555528,0.105983974
WBGene00009102,0.350592007,2.275872531,3.320591452,0.075660369,0.106120639
WBGene00019669,0.264085668,1.901389266,3.317560282,0.075789844,0.106291477
WBGene00001251,-0.137533748,6.256681794,3.313599764,0.075955933,0.106508601
WBGene00003100,-0.653086361,-0.174210263,3.315311182,0.075966834,0.106508601
WBGene00018374,-0.127666443,5.508265002,3.31332295,0.075967728,0.106508601
WBGene00001923,0.402887283,0.976255043,3.31176624,0.076043264,0.106603713
WBGene00008171,0.534389045,0.064805527,3.310017599,0.076164925,0.106763463
WBGene00007777,-0.622709349,-0.065149004,3.309840121,0.07617848,0.106771659
WBGene00000897,-0.102418027,6.039516652,3.297798052,0.076632156,0.107393417
WBGene00013610,0.441036838,0.878666095,3.297901322,0.076637873,0.107393417
WBGene00019806,0.166451717,3.497374502,3.297500013,0.076645345,0.107393417
WBGene00044495,0.301035681,1.450393594,3.296151398,0.076707283,0.107469332
WBGene00017930,0.549148568,-0.056457347,3.292258446,0.076943482,0.107789352
WBGene00000287,0.283165726,3.161660398,3.289251694,0.077001205,0.107859307
WBGene00022259,-0.212027535,3.451204614,3.288146045,0.077048898,0.107915201
WBGene00018797,0.124650397,5.211557081,3.273309344,0.077693448,0.10880696
WBGene00009511,0.192314436,3.344423749,3.269178503,0.07787451,0.109049506
WBGene00012400,0.814513483,0.720798977,3.268071821,0.077997341,0.109210468
WBGene00002583,-0.091578744,7.542471371,3.264712697,0.07806987,0.109300975
WBGene00006579,0.115991407,7.740045642,3.262517555,0.078166319,0.109424947
WBGene00016931,0.374828763,1.354636825,3.260486241,0.078260633,0.109545906
WBGene00015227,0.916190018,6.392951194,3.260147431,0.078270642,0.109548846
WBGene00013161,-0.236511438,4.041202226,3.259717275,0.078289804,0.109564595
WBGene00018924,-0.389451889,1.278175558,3.256557192,0.078434329,0.109755766
WBGene00010774,-0.303460042,2.994485729,3.254514204,0.078519747,0.109864196
WBGene00018303,0.188345273,6.326162555,3.251464722,0.078653982,0.1100409
WBGene00007104,0.243234226,2.159299603,3.250228281,0.078710424,0.110108745
WBGene00008512,-0.663835937,-0.266254293,3.25192759,0.07873734,0.110135275
WBGene00012190,-0.50513588,0.173541998,3.250184997,0.078751004,0.110143267
WBGene00005289,0.608960377,-0.396394186,3.25037442,0.078833071,0.110246916
WBGene00007097,0.61033901,0.993274698,3.247295034,0.078848133,0.110256848
WBGene00010839,-0.222973042,3.29438248,3.243208698,0.079020916,0.110487304
WBGene00020556,0.178110313,5.221169091,3.241031761,0.079117423,0.110611077
WBGene00019156,0.195666867,4.120096205,3.239969447,0.079165012,0.110666439
WBGene00007415,-0.492465509,0.608539035,3.235491843,0.079379909,0.11095565
WBGene00019149,0.421003119,0.835425242,3.233389537,0.079469347,0.111069458
WBGene00016068,0.137069675,4.032893122,3.229362111,0.079639642,0.111296239
WBGene00022331,0.364653211,2.132953062,3.228648245,0.079673209,0.111331917
WBGene00000779,0.158307225,6.485862591,3.22802265,0.079699548,0.111357488
WBGene00000732,-0.630450041,2.312184637,3.225363461,0.079820915,0.111515816
WBGene00002038,0.127789838,6.975302972,3.224850946,0.0798422,0.111534303
WBGene00012145,0.356621421,1.496703171,3.224569139,0.079858942,0.111546441
WBGene00007599,0.291423399,4.391846352,3.2232482,0.079914654,0.111613005
WBGene00016520,0.385409096,2.069669971,3.222689219,0.079941558,0.111639325
WBGene00013166,0.33129385,2.285960629,3.219137252,0.080101363,0.111851218
WBGene00016635,0.213314331,3.774850278,3.214281661,0.080319936,0.112145122
WBGene00008283,0.220097601,3.189834365,3.209294394,0.080546549,0.112450191
WBGene00000184,-0.14559216,4.805798215,3.206983601,0.080651204,0.112584952
WBGene00015387,0.389889213,2.401860599,3.206398261,0.080679094,0.112612537
WBGene00019751,-0.132841105,5.035252249,3.198715161,0.081028652,0.113089057
WBGene00006459,0.22419041,2.781231835,3.197125295,0.081102229,0.113180342
WBGene00021877,0.489175477,0.624304839,3.197048893,0.081122814,0.113197665
WBGene00009530,0.541395201,-0.144065797,3.196610651,0.081208111,0.113305274
WBGene00018835,-0.36095991,1.568626907,3.193107832,0.081289371,0.113407228
WBGene00018585,-0.210704063,3.379946637,3.186734647,0.08157949,0.113800513
WBGene00016625,0.361133636,1.187723107,3.185899062,0.081623938,0.113851051
WBGene00010233,0.146317631,3.869691972,3.18493252,0.081662502,0.113893372
WBGene00003185,0.129437257,5.712135692,3.184032868,0.08170378,0.113935648
WBGene00012864,0.305344422,1.835527478,3.183971288,0.081709264,0.113935648
WBGene00000730,0.531961747,0.926212498,3.181812961,0.081818297,0.1140762
WBGene00007132,0.723802978,3.873229016,3.180082862,0.081887432,0.114161102
WBGene00003830,0.103876883,5.531556698,3.177708501,0.081996535,0.1143017
WBGene00020463,-0.15431162,4.633086492,3.177017145,0.082028689,0.114335017
WBGene00045488,0.779561073,-0.502204592,3.178818874,0.08208633,0.114403847
WBGene00015050,-0.212212893,3.72098988,3.174850918,0.082129594,0.11445263
WBGene00044428,0.462868394,0.172910057,3.174891281,0.082166082,0.114491959
WBGene00007154,0.341966541,2.015268708,3.173921526,0.082174432,0.114492077
WBGene00009800,-0.149340103,4.390416143,3.173299611,0.082201499,0.114518271
WBGene00009168,-1.095509744,1.863974821,3.173082739,0.082216824,0.114528102
WBGene00050884,-0.228156574,2.242196494,3.167453568,0.082475228,0.114876506
WBGene00004148,0.100382976,7.302860608,3.165569557,0.082561726,0.114985424
WBGene00017967,0.103182493,5.738798809,3.16284415,0.082689229,0.115151423
WBGene00010757,-0.180666055,3.740846131,3.162132355,0.082722859,0.115186676
WBGene00016646,-0.223947422,4.146096838,3.161403265,0.082756956,0.115222571
WBGene00008210,0.346954629,1.952596421,3.158491693,0.082895585,0.115403984
WBGene00021310,0.574606057,0.022209955,3.159088635,0.08292957,0.115437702
WBGene00000803,-0.18721292,3.955306478,3.157420991,0.082943844,0.115437702
WBGene00010132,-0.167148249,3.862359829,3.157400803,0.082944806,0.115437702
WBGene00012646,0.145731383,4.235114376,3.14983262,0.083301191,0.115922051
WBGene00013547,-0.811474801,-0.508812491,3.151836503,0.08335322,0.115978089
WBGene00010418,-0.117933383,4.694130917,3.148590537,0.083359689,0.115978089
WBGene00020497,0.383110389,4.234402145,3.148447696,0.083366578,0.115978089
WBGene00015287,0.25941683,2.306319789,3.1474798,0.083413529,0.116031753
WBGene00002226,-0.128586208,5.033757537,3.1466651,0.083450661,0.11607175
WBGene00013855,-0.223877165,3.274676685,3.143132914,0.083618389,0.116293366
WBGene00002368,0.283917519,1.993510246,3.140850774,0.083728354,0.116434611
WBGene00007049,-0.502632189,0.434581463,3.13648623,0.083957396,0.116741402
WBGene00017754,0.412821413,0.786417889,3.1346535,0.084034128,0.116836369
WBGene00008763,-0.492780972,2.311847527,3.13345824,0.084079504,0.116887725
WBGene00019164,0.151329773,4.620306539,3.130808572,0.084204603,0.117049891
WBGene00016567,-0.238687746,2.507951427,3.124668748,0.084499571,0.11744813
WBGene00019288,0.740275809,-0.553742608,3.127505406,0.084531426,0.117480618
WBGene00020357,0.804618052,3.984109904,3.123548521,0.084552787,0.117498516
WBGene00023423,0.623885209,0.394761951,3.122988316,0.084608303,0.11756387
WBGene00021159,-0.190455123,3.414261412,3.119544147,0.084745104,0.117742144
WBGene00022199,0.108372188,7.47940936,3.1186066,0.084789819,0.117792456
WBGene00016468,0.416856321,0.358514019,3.118024212,0.084847364,0.117858335
WBGene00013203,0.202181777,3.228257344,3.11727937,0.084854257,0.117858335
WBGene00000796,-0.119132479,6.444881059,3.116628893,0.084885119,0.117889379
WBGene00010811,0.417211429,4.872597465,3.115931648,0.084918789,0.117924317
WBGene00006207,0.593496488,-0.351044809,3.117703508,0.084956421,0.117964749
WBGene00018543,-0.760283293,2.965083557,3.114650753,0.084981342,0.117987526
WBGene00020694,0.375626171,0.704656033,3.112496383,0.085098322,0.118138099
WBGene00009323,0.173977162,4.66521956,3.108655628,0.085270618,0.118365427
WBGene00001021,-0.281390234,2.077017208,3.105530686,0.085424024,0.11856649
WBGene00011834,0.183039368,3.539939597,3.103517996,0.085520283,0.118688203
WBGene00001976,-0.153361649,6.669469557,3.102922821,0.08554886,0.11871597
WBGene00020369,0.109420322,7.614949783,3.102150987,0.085586409,0.118752122
WBGene00016221,-0.293394623,1.124714098,3.102173241,0.085592058,0.118752122
WBGene00015504,-0.203607616,2.99180999,3.1000443,0.085689622,0.118875577
WBGene00016947,-0.374895045,1.47038424,3.097906591,0.085797458,0.119013257
WBGene00008136,-0.136309441,5.80765272,3.096663652,0.085853911,0.119079642
WBGene00018997,-0.281818638,2.691858689,3.095494203,0.085911943,0.119148201
WBGene00010215,0.353385782,1.690583787,3.095079157,0.085934596,0.119167687
WBGene00012903,-0.126126428,5.436336796,3.091991645,0.086082406,0.119360709
WBGene00001335,0.138075778,4.497980988,3.091784386,0.086092688,0.119363018
WBGene00015932,-0.917753639,0.087026852,3.089917766,0.086247978,0.119566352
WBGene00009643,0.570414103,1.159395585,3.088317935,0.08626944,0.119584138
WBGene00007011,-0.139147715,3.400960882,3.084418088,0.086454659,0.119828891
WBGene00013894,0.360225301,2.616218394,3.083170497,0.08651665,0.119902815
WBGene00021807,0.568706081,-0.236412293,3.084874654,0.086532756,0.119913139
WBGene00006466,-0.246623099,3.501114907,3.078752788,0.086733952,0.120179924
WBGene00019315,0.61140478,-0.426529815,3.080726267,0.086773692,0.120222963
WBGene00008644,0.249014441,3.687455603,3.074364283,0.086950984,0.120456549
WBGene00004972,0.443960783,0.493549303,3.073587159,0.087011483,0.120528307
WBGene00017225,0.441667667,0.884788857,3.072514825,0.087052058,0.120572453
WBGene00045237,0.244907724,2.831443599,3.070542841,0.087140918,0.120683463
WBGene00000524,0.254129452,2.481157164,3.070202375,0.08715822,0.120685048
WBGene00016992,-0.240781385,2.291397285,3.070183047,0.087159488,0.120685048
WBGene00008129,0.628487487,-0.31049077,3.069966702,0.087284365,0.120845879
WBGene00007786,0.093252826,7.118505261,3.066344696,0.0873489,0.120913566
WBGene00001872,0.374771835,0.776209107,3.066559904,0.087350712,0.120913566
WBGene00019952,0.678600183,-0.585682641,3.066826259,0.087505506,0.121115734
WBGene00001534,0.42247363,2.366181977,3.060672748,0.087633171,0.121280316
WBGene00013850,0.623619767,0.410994679,3.059774406,0.087704427,0.121366805
WBGene00014018,-0.111418045,4.522445729,3.058732777,0.087728946,0.121388608
WBGene00044692,1.017353842,-0.446648261,3.058883856,0.087819968,0.121502417
WBGene00020103,-0.354298247,0.935030039,3.056111656,0.087869038,0.121558166
WBGene00006784,0.10815809,6.396083545,3.053242536,0.088003979,0.121732686
WBGene00003919,-0.107469235,5.345400122,3.050776129,0.08812792,0.121891957
WBGene00015673,0.224338575,2.535168523,3.05045837,0.088144958,0.121903351
WBGene00011468,0.629084785,-0.760107971,3.050136776,0.088273109,0.122068395
WBGene00009365,0.125105118,5.991047886,3.041975395,0.088571725,0.122469109
WBGene00009836,0.738087002,0.225226632,3.042493487,0.088612728,0.122507624
WBGene00013656,-0.564301602,-0.063172844,3.042370196,0.088617268,0.122507624
WBGene00021551,-0.087477097,6.291150199,3.040005128,0.088671425,0.122570261
WBGene00000245,0.203117943,5.283506619,3.039468211,0.088698629,0.122589879
WBGene00022177,-0.459834202,0.280780918,3.039975261,0.088703318,0.122589879
WBGene00043050,0.360957149,1.097062792,3.039348243,0.088712276,0.122590029
WBGene00015610,0.788236036,0.291265901,3.037792133,0.088821779,0.122729105
WBGene00004161,0.099329574,6.151101456,3.035905663,0.088879278,0.122796305
WBGene00013208,0.52754421,0.300271653,3.035474487,0.088929783,0.12285383
WBGene00018724,0.400186189,2.713871189,3.034561813,0.088948443,0.122867354
WBGene00014061,0.481827809,0.016010421,3.028034164,0.089341664,0.123398218
WBGene00001937,0.652999323,-0.055224932,3.02834581,0.089361542,0.123413367
WBGene00021213,-0.434536705,0.778384466,3.026194724,0.089385865,0.123434653
WBGene00018173,-0.455817463,0.537597148,3.02490456,0.089458971,0.123523292
WBGene00006311,-0.412519384,1.824846312,3.0241423,0.089481529,0.123542125
WBGene00001006,0.109248871,7.796925362,3.022662342,0.089554488,0.123630533
WBGene00020647,-0.136590157,4.506380329,3.021139957,0.08963263,0.123726077
WBGene00002202,-0.084455821,8.577377897,3.018321326,0.089777069,0.123913109
WBGene00017077,0.267148563,2.742823324,3.014564312,0.089971065,0.124168496
WBGene00000195,0.178467597,4.484257769,3.01409255,0.089994645,0.124183607
WBGene00017600,0.308777597,2.378422696,3.014012129,0.089999945,0.124183607
WBGene00007433,0.09607242,7.361602797,3.008612254,0.090277147,0.124553689
WBGene00016531,-0.244059903,2.272908232,3.007433427,0.090339549,0.124627371
WBGene00015228,-0.281857237,1.765028907,3.00659439,0.090384279,0.124676662
WBGene00000547,0.13334088,6.390620314,3.006220369,0.090400826,0.12468707
WBGene00044584,-0.411026494,1.324230821,3.002965207,0.0905748,0.124914588
WBGene00009173,0.37562958,1.298214799,3.00010655,0.090723293,0.125106924
WBGene00020803,0.917416469,-0.29645583,3.002070829,0.090736008,0.125112004
WBGene00020866,0.136930182,4.861370628,2.996862995,0.090886537,0.125307088
WBGene00195155,0.773096277,-0.50864565,2.998775776,0.090940367,0.125368826
WBGene00009886,-0.096580329,6.320145746,2.995586261,0.090952996,0.125373758
WBGene00009389,0.125676502,5.233165649,2.994728258,0.090997725,0.125422934
WBGene00015312,0.387945805,1.493138624,2.993847217,0.091048151,0.125479951
WBGene00019522,-0.166034591,3.76575965,2.992887155,0.091094048,0.125522706
WBGene00006476,0.122537662,5.208914953,2.992819407,0.091097297,0.125522706
WBGene00006764,0.09476019,7.756382629,2.992215053,0.091128831,0.125553668
WBGene00016902,-0.141578884,5.254287057,2.991660054,0.091157832,0.125581132
WBGene00021615,-0.55444821,-0.031736221,2.990493127,0.091279207,0.125735836
WBGene00020537,0.986275404,-0.382317735,2.987666162,0.091506313,0.126036138
WBGene00008365,0.454277968,0.979698115,2.983294093,0.091604758,0.126159187
WBGene00016197,0.172864892,6.331623973,2.979567025,0.091791961,0.126404439
WBGene00044675,0.210493694,2.750348028,2.977613716,0.091895685,0.126531296
WBGene00017952,0.271900811,1.856222685,2.977519568,0.091902351,0.126531296
WBGene00000687,0.616175916,0.088786902,2.97510034,0.092087192,0.126773185
WBGene00022831,-0.096511094,5.557965571,2.973097706,0.092133248,0.126823984
WBGene00011680,-0.105757975,5.291634719,2.972115795,0.092185177,0.126882857
WBGene00015541,-0.157663169,4.005667622,2.966559773,0.092479854,0.127275801
WBGene00004680,0.170672004,4.029664465,2.962533232,0.092693889,0.127557695
WBGene00000175,-0.193321847,8.542266533,2.960988984,0.092775862,0.127657817
WBGene00001137,-0.084187241,10.97079454,2.960517408,0.092800991,0.127672979
WBGene00000465,0.501973903,3.476962598,2.960444504,0.092805315,0.127672979
WBGene00009212,0.485477207,1.302602967,2.959556361,0.092858225,0.127733082
WBGene00009770,0.101667704,5.640076043,2.955745165,0.093055732,0.127992056
WBGene00000397,-0.521359643,1.438719133,2.955513142,0.093072671,0.128002645
WBGene00044489,0.757484062,-0.105617435,2.953770446,0.09325853,0.128245524
WBGene00017840,0.184685992,3.436577553,2.950843121,0.093318615,0.128315411
WBGene00009528,0.358758366,1.004263901,2.94998252,0.093372779,0.128377145
WBGene00005558,0.624608275,-0.474239689,2.950747662,0.093472132,0.128500989
WBGene00008798,0.398697597,0.611720428,2.947702488,0.093505583,0.128534219
WBGene00019945,-0.571654222,-0.209859234,2.943340484,0.093824694,0.128958898
WBGene00011355,-0.358528608,0.720980358,2.941510228,0.093833146,0.128958898
WBGene00000146,0.10305089,6.753077553,2.939916279,0.093906291,0.129046622
WBGene00004242,0.507141084,1.396815207,2.93701884,0.094068139,0.129244222
WBGene00012897,-0.095110262,5.451920476,2.936911628,0.094068744,0.129244222
WBGene00000531,0.249562169,2.664272539,2.936535972,0.094089978,0.129260575
WBGene00000840,-0.093586473,5.920504149,2.934866504,0.094179486,0.129366679
WBGene00012763,0.186309372,4.880298277,2.934748701,0.094185891,0.129366679
WBGene00010888,0.203713605,4.42702434,2.932775086,0.094293066,0.129501046
WBGene00017327,-0.231338321,4.842154142,2.932445883,0.094310808,0.129512571
WBGene00017640,0.236284247,4.598400975,2.925228487,0.094703493,0.130038936
